consultant_id,original,current,earns_at,expires_at,description
207752475,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207752629,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207752755,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207753542,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207754261,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207754332,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207754341,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207754383,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207754564,-90,-90,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207729872,-89,-89,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207730215,-89,-89,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207741415,-89,-89,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207746090,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207746979,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207747099,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207747110,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207747415,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207747797,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748102,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748104,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748405,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748560,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748717,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748839,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749183,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749285,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749484,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749530,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749558,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749903,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749932,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750032,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750052,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750095,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750100,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750108,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750109,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750150,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750153,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750156,-87,-87,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207741779,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207742016,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207742103,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207742275,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207742604,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207743075,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207743523,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207744581,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207744882,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207745468,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207745800,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207745805,-84,-84,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750606,-83,-83,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207745299,-81,-81,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200156192,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207210180,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207310002,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207341406,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207404091,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207439725,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207537878,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207596708,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207656592,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207713457,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207720807,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207740661,-80,-80,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207739433,-79,-79,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207737850,-77,-77,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207261416,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207319084,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207371636,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207403847,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207497687,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207519801,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207544710,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207547123,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207621991,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207645945,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207666211,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207684993,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207692514,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207701739,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207716543,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207725883,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207750953,-75,-75,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207730364,-74,-74,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207732148,-74,-74,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207734040,-72,-72,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207735428,-72,-72,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207736961,-72,-72,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207579615,-70,-70,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207648437,-70,-70,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207672457,-70,-70,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207723646,-70,-70,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207738341,-70,-70,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207736890,-69,-69,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207728865,-67,-67,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207731758,-67,-67,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207747630,-66,-66,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748219,-66,-66,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748930,-66,-66,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207749821,-66,-66,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200073328,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200130598,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200355970,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207244620,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207333424,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207333685,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207508853,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207524159,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207535149,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207558107,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207559719,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207568194,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207581199,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207606479,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207613223,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207633318,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207661250,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207664431,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207692938,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207724376,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207748836,-65,-65,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207745465,-62,-62,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200010358,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200030542,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200051737,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200064436,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200071436,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200227475,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200247307,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200309102,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200322154,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200339936,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200348834,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200401608,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200445376,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200505838,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200510200,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200513703,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200631651,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200637620,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200650680,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200716782,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200763482,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200765771,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200786081,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200787403,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200832196,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200917741,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200931500,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
200942026,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
201048436,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
206058695,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
206062200,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
206074319,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207069911,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207074736,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207091122,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207106723,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207107633,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207117479,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207155904,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207158615,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207223178,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207227202,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207233819,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207257726,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207259948,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207270079,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207276334,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207309877,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207314048,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207328620,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207347650,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207352198,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207352342,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207352796,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207357694,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207362345,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207369527,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207375248,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207381276,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207394088,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207396033,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207441819,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207449161,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207450722,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207454610,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207462765,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207463695,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207468691,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207484579,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207488227,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207491898,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207492678,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207494459,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207496297,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207508886,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207509629,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207541357,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207541607,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207543792,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207544320,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207545953,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207560130,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207565178,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207589447,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207599616,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207603666,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207607077,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207614120,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207621893,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207623241,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207628114,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207628350,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207628896,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207631450,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207634827,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207637377,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207647379,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207647751,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207658895,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207660085,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207662577,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207663812,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207667624,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207668779,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207670518,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207670541,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207672150,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207678058,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207681617,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207683758,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207685100,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207686575,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207687411,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207693295,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207694723,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207696845,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207698524,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207698569,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207706818,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207709988,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207710800,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207713800,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207716974,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207720909,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207721599,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207725319,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207727117,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207727197,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207739785,-60,-60,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
207727972,-59,-59,2026-01-01 00:00:00+00,2026-12-31 00:00:00+00,Voided Points - Puntos Anulados
